5609711868944;PCC150E/50;CABO COLUNA 2X1.50MM TRANSPARENTE PARALELO VSOUND;500;Y04;;
5609711868951;PCC150V/50;CABO COLUNA 2X1.50MM PRETO/VERMELHO PARALELO VSOUND;1000;Y04;;
5609711868968;PCC400P/25;CABO COLUNA 2X4.00MM PRETO PARALELO VSOUND;175;Y04;;
5609711868975;PCC400E/25;CABO COLUNA 2X4.00MM TRANSPARENTE PARALELO VSOUND;100;Y04;;
8017443636040;SU2342/60;SUPORTE LCD/PLASMA 23/42" TECTO 50KG ALPHA;0;A20;;
5609711006926;CTORX8;CONJUNTO DE 8 CHAVES TORX C/ FURO;5;F17;;
5609711006933;C40M;CADEADO 40MM C/ 3 CHAVES;41;F17;;
5609711006940;LAMP3W-1;LANTERNA 1 LED 3W 80LM DUNLOP;0;F02;;
5609711006957;CARCHARGE02;CARREGADOR DE BATERIAS 6-12V 4-120A DUNLOP;26;E17;;
5609711006964;CS8M;CADEADO ESPIRAL 1.5M 8MM DUNLOP;39;F04;;
8017443599123;520-T35;TUBO MANGA TERMORETRÁCTIL 35MM 25M PRETO ALPHA;1;;;
8017443636262;KL226-02/1;FONTE DE ALIMENTAÇÃO FIXA 1670MA 20W 12V SUPERSLIM JOIN;6;;A12-11;
5609711007022;SR-538;ALICATE CORTE CABOS 335MM C/ CATRACA;1;D13;;
8017443626201;PU150-24/2;FONTE DE ALIMENTAÇÃO INDUSTRIAL 24V 156W 6.5A ALPHA;5;;A10-07;
5609711007015;1PK-TZ019;LUPA Ø30MM 3X C/ PINÇA PROSKIT;10;D13;;
5907377865001;MA302;ANTENA TDT EXTERIOR UHF 30 ELEMENTOS 12DB MANTA;100;Z02;;
5609711008531;BBQ531;CONJUNTO DE ACESSÓRIOS P/ CHURRASCO 6X;8;F18;;
5609711008548;GRD548;PULVERIZADOR DE PRESSÃO C/ BOMBA 1.5L;46;F15;;
5902510602307;HDP702RD;AUSCULTADORES BLUETOOTH STEREO MIC BAT VERMELHO MANTA;25;;Z02-05;
5900495516879;MF-300S;AURICULAR BLUETOOTH V4.1 C/ MICROFONE PRETO;24;H16;;
5900495503589;DS-01S;ESTAÇÃO DOCK USB P/ IPHONE 5/5S/6/6S/7 C/ FICHA 8P;7;;H17-20;
5609711011784;VR40SS60V;RELÉ 3-32VDC INTERRUPTOR UNIPOLAR 40A/60V SÓLIDO;14;;D09-12;
5609711011807;GAME-JS01;JOYSTICK P/ MÁQUINAS JOGOS ARCADE C/ 4 MICROSWITCH;6;F09;;
5609711011821;FAS12V5A(H);ALIMENTADOR SWITCHING 12V 5A PROK;1;N02;;
5609711011838;CJACK024PA;CABO JACK 3.5MM MACHO ST / 2-RCA MACHO 1.8M PROK;129;B14;;
5901890027281;TSA5011;ASPIRADOR C/ SACO 750W TEESA;7;N11;;
5901890027182;UCH176-1;SUPORTE LCD/LED DUPLO ARTICULADO DE MESA 13"27" -35º/+35º;4;N03;;
5410329552312;HSET20;CONJUNTO DE 6 CHAVES FENDAS E PHILIPS TOOLLAND;23;I03;I03-12;
5901890016728;UCH195;SUPORTE LCD/LED 13/42" C/ 2 BRAÇO VESA 200/200 20KG;1;N03;;
5410329675097;HSET555;CONJUNTO DE 61 FERRAMENTAS + ACESSÓRIOS TOOLLAND;2;I05;;
5410329644888;HSCRSET02N;CONJUNTO DE 13 CHAVES FENDAS E PHILIPS TOOLLAND;3;I04;;
5609711011937;CVI1.00A;CABO ALIMENTAÇÃO DC 1 MACHO 1.5M PROK;36;E14;;
5609711011968;CVI1.00B;CABO ALIMENTAÇÃO DC 1 MACHO 1.2M PROK;23;E14;;
5609711011975;CVI1.00AB;CABO ALIMENTAÇÃO DC 1 MACHO 1.2M 90º PROK;95;E14;;
5410329655792;RH200;MAÇO EM BORRACHA 200G TOOLLAND;4;;I03-15;
5609711011982;CVI1.00BA;CABO ALIMENTAÇÃO DC 1 MACHO 1.2M 90º PROK;42;E14;;
5609711011999;R-2307;RÁDIO PORTÁTIL AM/FM CLÁSSICO;105;E19;E19;
5609711012002;40039;FICHA SCHUKO C/ INTERRUPTOR 16A;51;;H08-15;
5609711012019;VIG019;CAMPAINHA S/ FIOS C/ COMANDO 16 MELODIAS;2;E18;;
5901890012997;TSA0010;REMOVEDOR DE CALCÁRIO 400G TEESA;8;N11;;
5901890017800;TSA0011;SPRAY DE 500ML LIMPEZA PLACAS VITROCERÂMICA TEESA;17;N11;;
5609711012057;FPLEPRO10NW(K);FOCO LED 10W 230V BRANCO NATURAL 900LM PRETO;45;;;
5901890027915;TSA0012;LÍQUIDO CONCENTRADO P/ MÁQUINA LIMPEZA VIDROS 500ML TEESA;11;N11;;
5901890013024;TSA0020;SPRAY DE 500ML LIMPEZA P/ FORNOS GRELHADORES TEESA;4;N11;;
5609711012088;FPLEPRO20NW(K);FOCO LED 20W 230V BRANCO NATURAL 1800LM PRETO;21;;;
5901890013017;TSA0025;SPRAY DE 500ML LIMPEZA P/  FRIGORIFICOS CONGELADORES TEESA;18;N11;;
5609711012309;MLS73;ALTIFALANTE MINIATURA 3W 8 OHM 7X3CM;19;;D06-15;
5609711012316;PCIP022;PLACA CIRCUITO IMPRESSO PERFURADA EM PONTOS 50X70MM;42;;H04-24;
5609711012118;FPLEPRO30NW(K);FOCO LED 30W 230V BRANCO NATURAL 2700LM PRETO;13;Y06;;
5609711012323;PCIP021;PLACA CIRCUITO IMPRESSO PERFURADA EM PONTOS 40X60MM;77;;H04-24;
5901890012676;TSA0100;AFIADOR DE FACAS ELÉTRICO TEESA;1;N11;;
5901890013000;TSA0030;SPRAY DE 200ML LIMPEZA P/ LCD TEESA;13;N11;;
5609711012149;FPLEPRO50NW(K);FOCO LED 50W 230V BRANCO NATURAL 4500LM PRETO;8;Y06;;
5901890019590;TSA0041;ESFREGONA GIRATÓRIA MICROFIBRAS C/ BALDE TEESA;27;N04;;
5609711012163;FPLEPRO10NW-S(K);FOCO LED 10W 230V C/ SENSOR BRANCO NATURAL 900LM PRETO;2;Y06;;
5901890026017;TSA0042;MOPA MICROFIBRAS TEESA;18;N10;;
5609711012187;FPLEPRO20NW-S(K);FOCO LED 20W 230V C/ SENSOR BRANCO NATURAL 1800LM PRETO;33;Y06;;
5901890012683;TSA0501;REMOVEDOR DE CALOS C/ ESCOVA E CABEÇA EXTRA TEESA;11;N11;;
5901890013048;TSA0501-5;RECARGAS P/ REMOVEDOR DE CALOS 5X TEESA;4;N11;;
5901890023344;TSA0502;REMOVEDOR DE MAQUILHAGEM TEESA;8;N11;;
5901890023368;TSA0504;ESCOVA DE LIMPEZA FACIAL TEESA;0;N11;;
5609711012286;36604;LÂMPADA BAIONETA 18V BA9S;4;;H08-08;
5609711012248;PLUG06;CONJUNTO DE 6 FICHAS ALIMENTAÇÃO;12;;D07-16;
5420047133885;MAD-RT200SP;GIRA-DISCOS 33/45/78RPM VINTAGE 2X6W MADISON;3;Z01;;
5609711012255;FAVUNI1-1;FICHA ADAPTADORA VIAGEM UNIVERSAL BRANCO PROK;85;C07;C07-24;
5609711012293;MLS40;ALTIFALANTE MINIATURA 0.5W 8 OHM 40MM;23;;D06-15;
5900190023375;TSA0505;RECARGA P/ ESCOVA DE LIMPEZA FACIAL TEESA;13;N11;;
5901890019675;TSA0803;MINI BALANÇA 500G / 0.1G TEESA;12;N11;;
5609711012330;CUSB201/0.8;CABO USB-A 2.0 MACHO / MICRO USB-B MACHO 0.8M PROK;33;;B15-05;
8017443636255;SU2342/30;SUPORTE LCD/LED 23/42" 20KG C/ 2 BRAÇOS VESA 200/200;5;A17;;
5420047133953;MAD-JUKEBOX10;JUKEBOX C/ LEITOR BLUETOOTH BAT 10W;4;Z01;;
5609711012361;542-50;LIGADOR DE PRESSÃO 1 CONDUTOR 0.2-2.5MM;42;;A04-15;
5609711012378;542-52;LIGADOR DE PRESSÃO 1 CONDUTOR 0.2-2.5MM;5;;A04-15;
5609711012385;542-42;LIGADOR DE PRESSÃO 2 CONDUTORES 0.5-2.5MM;26;;A04-15;
5609711012538;PKBB400T;PLACA DE ENSAIO MULTIFUNÇÕES C/ 400 PONTOS TRANSPARENTE PROK;60;C17;C08-14;
5609711012392;542-43;LIGADOR DE PRESSÃO 3 CONDUTORES 0.5-2.5MM;29;;A04-15;
5609711012514;PKBB170;PLACA DE ENSAIO MULTIFUNÇÕES C/ 170 PONTOS C/ SLOT PROK;182;C17;C08-13;
5609711012408;542-45;LIGADOR DE PRESSÃO 5 CONDUTORES 0.5-2.5MM;9;;A04-15;
8017443636149;SU505;SUPORTE VÍDEOPROJETOR TECTO 25KG;4;A17;;
8017443636019;SU2347/50;SUPORTE LCD/LED MESA 23/47" 40KG VESA 400/300 45.9/60CM;9;A16;;
5609711012521;PKBB170A;PLACA DE ENSAIO MULTIFUNÇÕES C/ 170 PONTOS PROK;167;C17;C08-13;
8017443636026;SU3255/50;SUPORTE LCD/LED MESA 32/55" 40KG VESA 600/400 45.9/60CM;2;A-16;;
5609711012545;PKBB400J65;PLACA DE ENSAIO MULTIFUNÇÕES C/ 400 PONTOS 65 JUMPERS PROK;95;C07;C08-16;
5609711012446;SU700;SUPORTE LCD/LED UNIVERSAL P/ COLUNA SOUNDBAR;1;A17;;
5609711012552;PKBB830J65;PLACA DE ENSAIO MULTIFUNÇÕES C/ 830 PONTOS 65 JUMPERS PROK;17;C07;C08-19;
8017443629196;23-001/20WB;CABO DE ALIMENTAÇÃO C/ INTERRUPTOR 2M BRANCO;43;B04;B05-22;
5609711012569;PKSM65MM01;KIT 65 SHUNTES AWG MACHO MACHO PROK;38;C17;C08-12;
8017443629219;23-001/22B;CABO DE ALIMENTAÇÃO C/ INTERRUPTOR PÉ 3M PRETO;10;;B06-04;
8017443629172;23-001/20B;CABO DE ALIMENTAÇÃO C/ INTERRUPTOR 2M PRETO;47;B05;;
8017443631427;KCP10-12/1;CARREGADOR DE BATERIAS 12V 10A JOIN;0;;A11-13;
8017443632684;330-064-1-N1;INTERRUPTOR REDONDO DE METAL 24V PRETO VERMELHO;1;;A15-22;
8017443632691;330-064-5-N1;INTERRUPTOR REDONDO DE METAL 24V PRETO AZUL;1;;A15-22;
5410329622831;E305D3-G;TEMPORIZADOR ANALÓGICO AJUSTÁVEL 24H;51;D16;;
5609711012576;PKBB830J65DC;PLACA DE ENSAIO MULTIFUNÇÕES C/ 830 PONTOS 65 JUMPERS/DC;45;C07;C08-17;
5609711012583;CUSB202/0.8;CABO USB-A 2.0 MACHO / MINI USB-B MACHO 0.8M PROK;104;;B15-05;
5609711012590;PKPC10/35;CONJUNTO 10 FIOS C/ GARRAS CROCODILO VÁRIAS CORES PROK;16;C18;C08-20;
8017443637054;LB112/11NW;LÂMPADA E14 6W=40W 230V GLOBO 480LM BRANCO NATURAL;44;Y02;;
5609711012606;CFL30RGB220;CONTROLADOR P/ FITA LEDS RGB 220V C/ COMANDO PROK;1;C10;C08-06;
8017443637061;LB112/11PW;LÂMPADA E14 6W=40W 230V GLOBO 490LM BRANCO FRIO;174;Y02;;
5609711012613;CFL31RGB220;CONTROLADOR P/ FITA LEDS RGB 220V C/ COMANDO TOUCH PROK;2;;C08-06;
8017443637078;LB112/11WW2;LÂMPADA E14 6W=40W 230V GLOBO 470LM BRANCO QUENTE;49;;;
8017443636682;JO437/020NW;FOCO LED 20W 230V BRANCO NATURAL 1500LM IP65 SLIM JOLIGHT;1;A17;;
8017443637085;LB120/2NW;LÂMPADA E27 6W=40W 230V LEDS GLOBO BRANCO NATURAL 480LM;107;Y03;;
8017443637092;LB120/2PW;LÂMPADA E27 6W=40W 230V LEDS GLOBO BRANCO FRIO 490LM;148;Y03;;
8017443637108;LB120/2WW2;LÂMPADA E27 6W=40W 230V LEDS GLOBO BRANCO QUENTE 470LM;2;Y03;;
5902510601256;BTL001;LANTERNA P/ BICICLETA C/ COLUNA LEITOR BT/FM/SD/USB MANTA;33;Z02;Z02-03;
5410329669546;HQMS19004;SUPORTE P/ MICROFONE UNIVERSAL EM PINÇA HQ POWER;22;D05;D05-15;
5609711012729;BRICO729;CONJUNTO DE 12 BARRAS DE COLA QUENTE 7MM TRANSPARENTES;34;F17;;
5902510602444;RS4505BT;AUTO-RÁDIO MP3 WMA 45WX4 C/ FM/PLL/MMC/SD/USB BLUETOOTH;42;Z02;Z02-04;
5609711012736;VIG736;ALARME DE PORTA E JANELAS;6;F13;;
5609711012743;VUO36-16NO8;PONTE RECTIFICADORA TRIFÁSICA1600V 35A;0;;;
5609711012750;BRICO750;ÓCULOS PROTEÇÃO VISÃO TOTAL;17;F17;;
